id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
29849,SAWT,small_airport,28 de Noviembre Airport,-51.605,-72.2203,909,SA,AR,AR-Z,Rio Turbio,yes,SAWT,RYO,BIO,,https://en.wikipedia.org/wiki/Rio_Turbio_Airport,El Turbio
399,SNTF,small_airport,9 de Maio - Teixeira de Freitas Airport,-17.52449989,-39.66849899,344,SA,BR,BR-BA,Teixeira De Freitas,yes,SNTF,TXF,SNTF,,https://en.wikipedia.org/wiki/Teixeira_de_Freitas_Airport,
4007,LECO,medium_airport,A Coruña Airport,43.302101,-8.37726,326,EU,ES,ES-GA,Culleredo,yes,LECO,LCG,,https://www.aena.es/en/a-coruna.html,https://en.wikipedia.org/wiki/A_Coru%C3%B1a_Airport,"The Groyne, La Coruña"
20713,KOCH,small_airport,A L Mangham Jr. Regional Airport,31.57799911,-94.70950317,355,NA,US,US-TX,Nacogdoches,no,KOCH,OCH,OCH,http://www.ci.nacogdoches.tx.us/index.aspx?nid=634,,
19294,KAPH,small_airport,A P Hill AAF (Fort A P Hill) Airport,38.068902,-77.318298,220,NA,US,US-VA,Fort A. P. Hill,no,KAPH,APH,APH,,https://en.wikipedia.org/wiki/A.P._Hill_Army_Airfield,
41475,WRKA,small_airport,AA Bere Tallo (Haliwen) Airport,-9.074841,124.903285,1027,AS,ID,ID-NT,Atambua,yes,WATA,ABU,,,https://en.wikipedia.org/wiki/Haliwen_Airport,WRKA
28490,EDKA,small_airport,Aachen-Merzbrück Airport,50.823055,6.186389,623,EU,DE,DE-NW,Aachen,no,EDKA,AAH,,https://www.flugplatz-aachen.de,,"Flugplatz Aachen Merzbrück, Segelflug Aachen, Motorflug Aachen"
2562,EKYT,medium_airport,Aalborg Airport,57.092759,9.849243,10,EU,DK,DK-81,Aalborg,yes,EKYT,AAL,,http://www.aal.dk,https://en.wikipedia.org/wiki/Aalborg_Airport,
2540,EKAH,medium_airport,Aarhus Airport,56.303331,10.618286,82,EU,DK,DK-82,Aarhus,yes,EKAH,AAR,,http://www.aar.dk/default.asp?id=87,https://en.wikipedia.org/wiki/Aarhus_Airport,
31697,BGAA,medium_airport,Aasiaat Airport,68.721802,-52.784698,74,NA,GL,GL-U-A,Aasiaat,yes,BGAA,JEG,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/aasiaat/,https://en.wikipedia.org/wiki/Aasiaat_Airport,
3162,HADR,medium_airport,Aba Tenna Dejazmach Yilma International Airport,9.624699593,41.85419846,3827,AF,ET,ET-DD,Dire Dawa,yes,HADR,DIR,,,https://en.wikipedia.org/wiki/Aba_Tenna_Dejazmach_Yilma_International_Airport,
5130,OIAA,medium_airport,Abadan Airport,30.367887,48.230075,10,AS,IR,IR-06,Abadan,yes,OIAA,ABD,,,https://en.wikipedia.org/wiki/Abadan_Airport,
30611,NGAB,small_airport,Abaiang Airport,1.79861,173.041,26,OC,KI,KI-G,Abaiang,no,NGAB,ABF,,,,
6503,UNAA,medium_airport,Abakan International Airport,53.740002,91.385002,831,EU,RU,RU-KK,Abakan,yes,UNAA,ABA,,,https://en.wikipedia.org/wiki/Abakan_International_Airport,
30699,GQNE,small_airport,Abbaye Airport,16.63331413,-14.20000076,66,AF,MR,MR-05,Boghe,no,GQNE,BGH,,,https://en.wikipedia.org/wiki/Abbaye_Airport,
1969,CYXX,medium_airport,Abbotsford International Airport,49.025299,-122.361,195,NA,CA,CA-BC,Abbotsford,yes,CYXX,YXX,,http://www.abbotsfordairport.ca/,https://en.wikipedia.org/wiki/Abbotsford_International_Airport,
2065,DAOB,medium_airport,Abdelhafid Boussouf Bou Chekif Airport,35.341099,1.46315,3245,AF,DZ,DZ-14,Tiaret,no,DAOB,TID,,,https://en.wikipedia.org/wiki/Bou_Chekif_Airport,
26785,WARA,small_airport,Abdul Rachman Saleh Airport,-7.92656,112.714996,1726,AS,ID,ID-JI,Malang,yes,WARA,MLG,,,https://en.wikipedia.org/wiki/Abdul_Rachman_Saleh_Airport,WIAS
2996,FTTC,medium_airport,Abeche Airport,13.847,20.844299,1788,AF,TD,TD-OD,Abeche,yes,FTTC,AEH,,,https://en.wikipedia.org/wiki/Ab%C3%A9ch%C3%A9_Airport,
3260,HTZA,large_airport,Abeid Amani Karume International Airport,-6.22202,39.224899,54,AF,TZ,TZ-07,Zanzibar,yes,HTZA,ZNZ,,,https://en.wikipedia.org/wiki/Zanzibar_International_Airport,"HTAK, Zanzibar Airport, Kiembi Samaki"
4854,MUSC,medium_airport,Abel Santamaria Airport,22.49220085,-79.94360352,338,NA,CU,CU-05,Santa Clara,no,MUSC,SNU,,,https://en.wikipedia.org/wiki/Abel_Santa_Mar%C3%ADa_Airport,
30619,NGTB,small_airport,Abemama Airport,0.490833,173.828995,8,OC,KI,KI-G,Abemama,no,NGTB,AEA,,,,
32098,DIAU,small_airport,Abengourou Airport,6.715559959,-3.470279932,676,AF,CI,CI-05,Abengourou,no,DIAU,OGO,,,,
2459,EGPD,medium_airport,Aberdeen Dyce Airport,57.2019,-2.19778,215,EU,GB,GB-SCT,Aberdeen,yes,EGPD,ABZ,,http://www.aberdeenairport.com/,https://en.wikipedia.org/wiki/Aberdeen_Airport,
3358,KABR,medium_airport,Aberdeen Regional Airport,45.44910049,-98.42179871,1302,NA,US,US-SD,Aberdeen,yes,KABR,ABR,ABR,,https://en.wikipedia.org/wiki/Aberdeen_Regional_Airport,
5082,OEAB,medium_airport,Abha International Airport,18.2404,42.656601,6858,AS,SA,SA-14,Abha,yes,OEAB,AHB,,,https://en.wikipedia.org/wiki/Abha_International_Airport,Abha Regional Airport
3357,KABI,medium_airport,Abilene Regional Airport,32.41130066,-99.68190002,1791,NA,US,US-TX,Abilene,yes,KABI,ABI,ABI,,https://en.wikipedia.org/wiki/Abilene_Regional_Airport,
27311,YABI,small_airport,Abingdon Downs Airport,-17.607542,143.183245,573,OC,AU,AU-QLD,,no,YABI,ABG,,,,
323785,DIAO,small_airport,Aboisso Airport,5.461944,-3.234722,95,AF,CI,CI-13,Aboisso,no,DIAO,ABO,,,https://en.wikipedia.org/wiki/Aboisso_Airport,
312362,AOD,small_airport,Abou-Deïa Airport,11.4773,19.2874,1592,AF,TD,TD-SA,Abou-Deïa,no,,AOD,,,https://en.wikipedia.org/wiki/Abou-De%C3%AFa_Airport,
4701,MMCS,medium_airport,Abraham González International Airport,31.63610077,-106.4290009,3904,NA,MX,MX-CHH,Ciudad Juárez,yes,MMCS,CJS,,,https://en.wikipedia.org/wiki/Abraham_Gonz%C3%A1lez_International_Airport,
3897,KSPI,medium_airport,Abraham Lincoln Capital Airport,39.844101,-89.677902,598,NA,US,US-IL,Springfield,yes,KSPI,SPI,SPI,,https://en.wikipedia.org/wiki/Abraham_Lincoln_Capital_Airport,
41449,WASC,small_airport,Abresso Airport,-1.496771,134.175,52,AS,ID,ID-PB,Ransiki-Papua Island,no,WASC,RSK,,,,
4314,LIBP,medium_airport,Abruzzo Airport,42.431702,14.1811,48,EU,IT,IT-65,Pescara,yes,LIBP,PSR,PE01,http://www.abruzzo-airport.it/eng/index.php,https://en.wikipedia.org/wiki/Abruzzo_Airport,"Pescara, Abruzzo Pasquale Liberi International"
30960,OYAB,small_airport,Abs Airport,16.010983,43.176771,651,AS,YE,YE-SN,Abs,no,OYAB,EAB,,,https://en.wikipedia.org/wiki/Abbs_Airport,"Abbs, Abbse"
5226,OMAA,large_airport,Abu Dhabi International Airport,24.443764,54.651718,88,AS,AE,AE-AZ,Abu Dhabi,yes,OMAA,AUH,,http://www.abudhabiairport.ae/,https://en.wikipedia.org/wiki/Abu_Dhabi_International_Airport,
5138,OIBA,medium_airport,Abu Musa Island Airport,25.8757,55.033001,23,AS,IR,IR-22,Abu Musa,yes,OIBA,AEU,,,https://en.wikipedia.org/wiki/Abu_Musa_Airport,
30660,EG-AUE,small_airport,Abu Rudeis Airport,28.89900017,33.20249939,39,AS,EG,EG-JS,Abu Rudeis,no,,AUE,,,,
3181,HEBL,medium_airport,Abu Simbel Airport,22.37599945,31.61170006,616,AF,EG,EG-ASN,Abu Simbel,yes,HEBL,ABS,,,https://en.wikipedia.org/wiki/Abu_Simbel_Airport,
19301,KARA,medium_airport,Acadiana Regional Airport,30.0378,-91.883904,24,NA,US,US-LA,New Iberia,no,KARA,ARA,ARA,http://www.flyiberiaparish.com/,https://en.wikipedia.org/wiki/Acadiana_Regional_Airport,
41015,SK-471,small_airport,Acaricuara Airport,0.533333,-70.133333,587,SA,CO,CO-VAU,Acaricuara,no,,ARF,ARF,,,
20497,KMFV,small_airport,Accomack County Airport,37.64690018,-75.76110077,47,NA,US,US-VA,Melfa,no,KMFV,MFV,MFV,http://www.co.accomack.va.us/departments/airport,https://en.wikipedia.org/wiki/Accomack_County_Airport,Melfa Flight Strip
30616,UNKS,medium_airport,Achinsk Airport,56.269185,90.57511,1033,EU,RU,RU-KYA,Achinsk,no,UNKS,ACS,,,https://en.wikipedia.org/wiki/Achinsk_Airport,
26790,WARS,small_airport,Achmad Yani Airport,-6.97273,110.375,10,AS,ID,ID-JT,Semarang-Java Island,yes,WAHS,SRG,,,https://en.wikipedia.org/wiki/Achmad_Yani_Airport,"WIIS,WARS"
42182,PA-0001,small_airport,Achutupu Airport,9.188481,-77.994153,10,NA,PA,PA-KY,Achutupo,no,MPAC,ACU,,,https://en.wikipedia.org/wiki/Achutupo_Airport,
340202,DHL,small_airport,Ad-Dali Airport,13.73846,44.72719,,AS,YE,YE-DA,Ad-Dali,no,,DHL,DHL,,,
19235,KADH,small_airport,Ada Regional Airport,34.805214,-96.671988,1016,NA,US,US-OK,Ada,no,KADH,ADT,ADH,,https://en.wikipedia.org/wiki/Ada_Municipal_Airport,Ada Municipal
324756,AAD,small_airport,Adado Airport,6.095802,46.6375,1001,AF,SO,SO-GA,Adado,no,,AAD,,,https://en.wikipedia.org/wiki/Adado_Airport,Cadaado Airport
16092,PADK,medium_airport,Adak Airport,51.883564,-176.642783,18,NA,US,US-AK,Adak,yes,PADK,ADK,ADK,,https://en.wikipedia.org/wiki/Adak_Airport,
299737,OM-0002,small_airport,Adam Airport,22.49194444,57.38388889,1075,AS,OM,OM-DA,Adam,no,,AOM,,,https://en.wikipedia.org/wiki/Adam_Airport,
26542,VIAX,small_airport,Adampur Airport,31.4338,75.758797,775,AS,IN,IN-PB,Adampur,yes,VIAX,AIP,,,https://en.wikipedia.org/wiki/Adampur_Air_Force_Base,Adampur Air Force Station
4512,LTAF,medium_airport,Adana Şakirpaşa Airport,36.982201,35.280399,65,AS,TR,TR-01,Seyhan,yes,LTAF,ADA,,,https://en.wikipedia.org/wiki/Adana_%C5%9Eakirpa%C5%9Fa_Airport,"Şakirpaşa, Sakirpasa"
300307,AEE,small_airport,Adareil Airport,10.05361111,32.95944444,1301,AF,SS,SS-23,,no,,AEE,,,,
19748,KEKX,small_airport,Addington Field / Elizabethtown Regional Airport,37.686001,-85.925003,775,NA,US,US-KY,Elizabethtown,no,KEKX,EKX,EKX,http://www.ekxairport.com/,https://en.wikipedia.org/wiki/Elizabethtown_Regional_Airport,
3157,HAAB,large_airport,Addis Ababa Bole International Airport,8.97789,38.799301,7630,AF,ET,ET-AA,Addis Ababa,yes,HAAB,ADD,,http://www.ethiopianairports.com,https://en.wikipedia.org/wiki/Bole_International_Airport,"Haile Selassie I, Bole International Airport"
19237,KADS,small_airport,Addison Airport,32.96860123,-96.83640289,644,NA,US,US-TX,Dallas,no,KADS,ADS,ADS,,https://en.wikipedia.org/wiki/Addison_Airport,
27096,YPAD,large_airport,Adelaide International Airport,-34.947512,138.533393,20,OC,AU,AU-SA,Adelaide,yes,YPAD,ADL,,,https://en.wikipedia.org/wiki/Adelaide_International_Airport,
31899,HCMM,medium_airport,Aden Adde International Airport,2.01444006,45.30469894,29,AF,SO,SO-BN,Mogadishu,yes,HCMM,MGQ,,,https://en.wikipedia.org/wiki/Aden_Adde_International_Airport,HCCM
5311,OYAA,medium_airport,Aden International Airport,12.8295,45.028801,7,AS,YE,YE-AD,Aden,yes,OYAA,ADE,,,https://en.wikipedia.org/wiki/Aden_International_Airport,RAF Khormaksar
3890,KSLK,medium_airport,Adirondack Regional Airport,44.38529968,-74.20619965,1663,NA,US,US-NY,Saranac Lake,yes,KSLK,SLK,SLK,,https://en.wikipedia.org/wiki/Adirondack_Regional_Airport,
26788,WARQ,small_airport,Adisumarmo International Airport,-7.513564,110.750494,421,AS,ID,ID-JT,Sukarata(Solo)-Java Island,yes,WAHQ,SOC,,,https://en.wikipedia.org/wiki/Adisumarmo_International_Airport,"WRSQ, WARQ"
26787,WARJ,medium_airport,Adisutjipto International Airport,-7.78818,110.431999,379,AS,ID,ID-YO,Yogyakarta-Java Island,yes,WAHH,JOG,,http://adisutjipto-airport.co.id/,https://en.wikipedia.org/wiki/Adisutjipto_International_Airport,"WIIJ,WARJ"
4561,LTCP,medium_airport,Adıyaman Airport,37.7314,38.468899,2216,AS,TR,TR-02,Adıyaman,yes,LTCP,ADF,,,https://en.wikipedia.org/wiki/Ad%C4%B1yaman_Airport,
4533,LTBJ,large_airport,Adnan Menderes International Airport,38.2924,27.157,412,AS,TR,TR-35,İzmir,yes,LTBJ,ADB,,http://www.adnanmenderesairport.com,https://en.wikipedia.org/wiki/Adnan_Menderes_Airport,
4019,LEMD,large_airport,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,1998,EU,ES,ES-M,Madrid,yes,LEMD,MAD,,https://www.aena.es/en/adolfo-suarez-madrid-barajas.html,https://en.wikipedia.org/wiki/Adolfo_Su%C3%A1rez_Madrid%E2%80%93Barajas_Airport,"Leganés, Madrid Barajas International Airport"
321014,SBSO,small_airport,Adolino Bedin Regional Airport,-12.479177,-55.672341,1266,SA,BR,BR-MT,Sorriso,yes,SBSO,SMT,,,https://en.wikipedia.org/wiki/Sorriso_Airport,
26837,WIME,medium_airport,Aek Godang Airport,1.4001,99.430496,922,AS,ID,ID-SU,Padang Sidempuan,yes,WIME,AEG,,,https://en.wikipedia.org/wiki/Aek_Godang_Airport,
190,SDNY,small_airport,Aeroclube Airport,-22.74530029,-43.46030045,164,SA,BR,BR-RJ,Nova Iguaçu,no,SDNY,QNV,SDNY,,,
37401,SSBG,small_airport,Aeroclube de Bento Gonçalves Airport,-29.147424,-51.540791,2209,SA,BR,BR-RS,Bento Gonçalves,no,SSBG,BGV,RS0091,,,
28818,LFEA,small_airport,Aérodrome de Belle Île,47.325256,-3.201255,171,EU,FR,FR-BRE,Bangor,no,LFEA,BIC,,,https://fr.wikipedia.org/wiki/Aérodrome_de_Belle-Île,Palais-Belle-İle-en-Mer Aerodrome
4078,LFCC,medium_airport,Aérodrome de Cahors-Lalbenque,44.351398,1.47528,912,EU,FR,FR-OCC,Cahors/Lalbenque,no,LFCC,ZAO,,,,
4190,LFPT,medium_airport,Aérodrome de Pontoise - Cormeilles en Vexin,49.096667,2.040833,325,EU,FR,FR-IDF,Cormeilles-en-Vexin,no,LFPT,POX,,,https://en.wikipedia.org/wiki/Pontoise_%E2%80%93_Cormeilles_Aerodrome,
29486,LPCH,small_airport,Aerodromo de Chaves,41.722356,-7.463064,1181,EU,PT,PT-17,Chaves,no,LPCH,CHV,,,https://en.wikipedia.org/wiki/Chaves_Airport,
4466,LPVZ,medium_airport,Aerodromo Goncalves Lobato (Viseu Airport),40.725498,-7.88899,2060,EU,PT,PT-18,Viseu,yes,LPVZ,VSE,,,https://en.wikipedia.org/wiki/Viseu_Airport,
404,SNTS,small_airport,Aeroporto Brigadeiro Firmino Ayres,-7.03899,-37.251598,869,SA,BR,BR-PB,Patos,no,SNTS,JPO,PB0005,,https://pt.wikipedia.org/wiki/Aeroporto_Regional_de_Patos,Peregrino Filho
6262,SVCB,medium_airport,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",8.122160912,-63.53695679,197,SA,VE,VE-F,,no,SVCB,CBL,,,,
4795,MRAO,medium_airport,Aerotortuguero Airport,10.42,-83.6095,92,NA,CR,CR-L,Roxana,yes,MRAO,TTQ,,,,
5891,SBCT,medium_airport,Afonso Pena Airport,-25.5285,-49.1758,2988,SA,BR,BR-PR,Curitiba,yes,SBCT,CWB,PR0001,,https://en.wikipedia.org/wiki/Afonso_Pena_International_Airport,
301665,AFR,small_airport,Afore Airstrip,-9.142222222,148.3908333,2500,OC,PG,PG-NPP,,no,AYAF,AFR,AFE,,,
19249,KAFO,small_airport,Afton Municipal Airport,42.71120071,-110.9420013,6221,NA,US,US-WY,Afton,no,KAFO,AFO,AFO,http://www.aftonairpark.com/,https://en.wikipedia.org/wiki/Afton_Municipal_Airport,
301649,AGAF,small_airport,Afutara Aerodrome,-9.191388889,160.9486111,23,OC,SB,SB-ML,Bila,yes,AGAF,AFT,,,https://en.wikipedia.org/wiki/Afutara_Airport,
4514,LTAH,medium_airport,Afyon Air Base,38.726398,30.601101,3310,AS,TR,TR-03,Afyonkarahisar,no,LTAH,AFY,,,https://en.wikipedia.org/wiki/Afyon_Airport,Afyonkarahisar
26489,VEAT,medium_airport,Agartala - Maharaja Bir Bikram Airport,23.886999,91.240402,46,AS,IN,IN-TR,Agartala,yes,VEAT,IXA,,,https://en.wikipedia.org/wiki/Agartala_Airport,"Singerbhil Airport, Agartala Air Force Station"
26602,VOAT,medium_airport,Agatti Airport,10.8237,72.176003,14,AS,IN,IN-LD,Agatti,yes,VOAT,AGX,,,https://en.wikipedia.org/wiki/Agatti_Aerodrome,
301668,AUP,small_airport,Agaun Airport,-9.930833,149.385667,3200,OC,PG,PG-MBA,,no,AYAG,AUP,AUN,,https://en.wikipedia.org/wiki/Agaun_Airport,
4058,LFBA,medium_airport,Agen-La Garenne Airport,44.17470169,0.5905560255,204,EU,FR,FR-NAQ,Agen/La Garenne,yes,LFBA,AGF,,,https://en.wikipedia.org/wiki/Agen_-_La_Garenne_Aerodrome,
2768,FAAG,medium_airport,Aggeneys Airport,-29.28179932,18.81389999,2648,AF,ZA,ZA-NC,Aggeneys,no,FAAG,AGZ,,,,
5132,OIAG,medium_airport,Aghajari Airport,30.7444,49.6772,88,AS,IR,IR-06,Aghajari,no,OIAG,AKW,,,https://en.wikipedia.org/wiki/Aghajari_Airport,
30622,AU-AGW,small_airport,Agnew Airport,-12.14560032,142.1490021,,OC,AU,AU-QLD,Agnew,no,,AGW,,,,
31560,GVAN,small_airport,Agostinho Neto Airport,17.20280075,-25.09059906,32,AF,CV,CV-B,Ponta do Sol,no,GVAN,NTO,,,https://en.wikipedia.org/wiki/Agostinho_Neto_Airport,Santo Antao Island
26537,VIAG,medium_airport,Agra Airport / Agra Air Force Station,27.157683,77.960942,551,AS,IN,IN-UP,Agra,yes,VIAG,AGR,,,https://en.wikipedia.org/wiki/Agra_Airport,"Kheria Airport, Pandit Deen Dayal Upadhyay Airport, RAF Agra"
4560,LTCO,medium_airport,Ağrı Airport,39.655642,43.025742,5462,AS,TR,TR-04,Ağrı,yes,LTCO,AJI,,,https://en.wikipedia.org/wiki/A%C4%9Fr%C4%B1_Airport,
6142,SKOC,medium_airport,Aguas Claras Airport,8.31506,-73.3583,3850,SA,CO,CO-NSA,Ocaña,no,SKOC,OCV,OCV,,https://en.wikipedia.org/wiki/Aguas_Claras_Airport,
2056,DAAT,medium_airport,Aguenar – Hadj Bey Akhamok Airport,22.81150055,5.451079845,4518,AF,DZ,DZ-11,Tamanrasset,yes,DAAT,TMR,,,https://en.wikipedia.org/wiki/Tamanrasset_Airport,
30621,RORA,small_airport,Aguni Airport,26.592755,127.240335,38,AS,JP,JP-47,Aguni,yes,RORA,AGJ,,,https://en.wikipedia.org/wiki/Aguni_Airport,
4997,NTHE,medium_airport,Ahe Airport,-14.42809963,-146.2570038,11,OC,PF,PF-U-A,Ahe Atoll,yes,NTHE,AHE,,http://www.sia.aviation-civile.gouv.fr/aip/enligne/PDF_AIPparSSection/AIP%20PAC-P/AD/2/0703_AD%202.NTHE.pdf,https://en.wikipedia.org/wiki/Ahe_Airport,Tenukupara
5073,OAKN,medium_airport,Ahmad Shah Baba International Airport / Kandahar Airfield,31.5058,65.847801,3337,AS,AF,AF-KAN,Khvoshab,yes,OAKN,KDH,,,https://en.wikipedia.org/wiki/Kandahar_International_Airport,Kandahar International Airport
32108,OKAJ,medium_airport,Ahmed Al Jaber Air Base,28.93479919,47.79190063,409,AS,KW,KW-AH,Ahmed Al Jaber AB,no,OKAJ,XIJ,,,https://en.wikipedia.org/wiki/Ahmed_Al_Jaber_Air_Base,
30625,MHAH,small_airport,Ahuas Airport,15.4722,-84.352203,249,NA,HN,HN-GD,Ahuas,no,MHAH,AHS,,,https://en.wikipedia.org/wiki/Ahuas_Airport,
315385,FYAA,small_airport,Ai-Ais Airport,-27.995,17.5966,2000,AF,NA,NA-KU,Ai-Ais,no,FYAA,AIW,,,,
301654,AIH,small_airport,Aiambak Airport,-7.342777778,141.2675,90,OC,PG,PG-WPD,Aiambak,no,AYAK,AIH,AMB,,https://en.wikipedia.org/wiki/Aiambak_Airport,
19261,KAIK,small_airport,Aiken Regional Airport,33.649399,-81.684998,528,NA,US,US-SC,Aiken,no,KAIK,AIK,AIK,,https://en.wikipedia.org/wiki/Aiken_Municipal_Airport,"Aiken Air Force Station, Aiken Municipal"
299328,AIP,small_airport,Ailinglaplap Airok Airport,7.279422,168.8257,16,OC,MH,MH-ALL,Bigatyelang Island,yes,,AIC,,,https://en.wikipedia.org/wiki/Ailinglaplap_Airok_Airport,
35201,MH-AIM,small_airport,Ailuk Airport,10.21679974,169.9830017,,OC,MH,MH-ALK,Ailuk Island,yes,,AIM,,,https://en.wikipedia.org/wiki/Ailuk_Airport,
32193,DAAS,medium_airport,Ain Arnat Airport,36.17810059,5.32449007,3360,AF,DZ,DZ-19,Sétif,yes,DAAS,QSF,,http://www.egsa-constantine.dz/,https://en.wikipedia.org/wiki/Ain_Arnat_Airport,"Sétif International Airport, 8 Mai 45 Airport"
2085,DAUU,medium_airport,Ain Beida Airport,31.9172,5.41278,492,AF,DZ,DZ-30,Ouargla,yes,DAUU,OGX,,,https://en.wikipedia.org/wiki/Ain_Beida_Airport,"Ain el Beida, Sedrata Airfield"
19286,KANW,small_airport,Ainsworth Regional Airport,42.579201,-99.992995,2589,NA,US,US-NE,Ainsworth,no,KANW,ANW,ANW,,https://en.wikipedia.org/wiki/Ainsworth_Regional_Airport,Ainsworth Municipal
46170,AIE,small_airport,Aiome Airport,-5.145699978,144.7307003,350,OC,PG,PG-MPM,Aiome,no,AYAO,AIE,AIO,,https://en.wikipedia.org/wiki/Aiome_Airport,
3130,GQNA,small_airport,Aioun el Atrouss Airport,16.7112999,-9.637880325,951,AF,MR,MR-02,Aioun El Atrouss,no,GQNA,AEO,,,https://en.wikipedia.org/wiki/Aioun_el_Atrouss_Airport,
30624,SYAH,small_airport,Aishalton Airport,2.473206,-59.321596,587,SA,GY,GY-UT,Aishalton,no,SYAH,AHL,,,,
301672,ATP,small_airport,Aitape Airport,-3.143611111,142.3468056,10,OC,PG,PG-SAN,Aitape,yes,AYAI,ATP,APE,,https://en.wikipedia.org/wiki/Aitape_Airport,
4957,NCAI,small_airport,Aitutaki Airport,-18.83090019,-159.7640076,14,OC,CK,CK-U-A,Aitutaki,yes,NCAI,AIT,,,https://en.wikipedia.org/wiki/Aitutaki_Airport,
301673,AYU,small_airport,Aiyura Airport,-6.338055556,145.9041667,5355,OC,PG,PG-EHG,Aiyura Valley,no,AYAY,AYU,AYU,,https://en.wikipedia.org/wiki/Aiyura_Airport,"Ukarumpa, Onmuna"
19035,KOKH,small_airport,AJ Eisenberg Airport,48.25149918,-122.6740036,193,NA,US,US-WA,Oak Harbor,no,KOKH,ODW,OKH,,https://en.wikipedia.org/wiki/A.J._Eisenberg_Airport,"Formerly 76S, Wes Lupien"
4126,LFKJ,medium_airport,Ajaccio-Napoléon Bonaparte Airport,41.92359924,8.802920341,18,EU,FR,FR-COR,Ajaccio/Napoléon Bonaparte,yes,LFKJ,AJA,,,https://en.wikipedia.org/wiki/Ajaccio_-_Campo_dell'Oro_Airport,
26763,WALS,medium_airport,Aji Pangeran Tumenggung Pranoto International Airport,-0.374478,117.250128,82,AS,ID,ID-KI,Samarinda,yes,WALS,AAP,,,https://en.wikipedia.org/wiki/Aji_Pangeran_Tumenggung_Pranoto_International_Airport,Sungai Siring Airport
2108,DNEN,medium_airport,Akanu Ibiam International Airport,6.474269867,7.56196022,466,AF,NG,NG-EN,Enegu,yes,DNEN,ENU,,http://www.faannigeria.org/nigeria-airport.php?airport=11,https://en.wikipedia.org/wiki/Akanu_Ibiam_International_Airport,
16192,PAKH,small_airport,Akhiok Airport,56.93870163,-154.1829987,44,NA,US,US-AK,Akhiok,no,PAKH,AKK,AKK,,https://en.wikipedia.org/wiki/Akhiok_Airport,
26345,Z13,small_airport,Akiachak Airport,60.90480042,-161.4219971,23,NA,US,US-AK,Akiachak,yes,Z13,KKI,Z13,,https://en.wikipedia.org/wiki/Akiachak_Airport,
16191,PFAK,small_airport,Akiak Airport,60.9029007,-161.2310028,30,NA,US,US-AK,Akiak,no,PFAK,AKI,AKI,,https://en.wikipedia.org/wiki/Akiak_Airport,
30633,GA-AKE,small_airport,Akieni Airport,-1.139670014,13.90359974,1660,AF,GA,GA-2,Akieni,no,FOGA,AKE,,,https://en.wikipedia.org/wiki/Akieni_Airport,
5611,RJSK,medium_airport,Akita Airport,39.61560059,140.2189941,313,AS,JP,JP-05,Akita,yes,RJSK,AXT,,,https://en.wikipedia.org/wiki/Akita_Airport,
30630,GQNJ,small_airport,Akjoujt Airport,19.73301697,-14.38324928,403,AF,MR,MR-12,Akjoujt,no,GQNJ,AJJ,,,https://en.wikipedia.org/wiki/Akjoujt_Airport,
1786,CYKD,medium_airport,Aklavik/Freddie Carmichael Airport,68.223297,-135.00599,23,NA,CA,CA-NT,Aklavik,yes,CYKD,LAK,,,https://en.wikipedia.org/wiki/Aklavik_Airport,YKD
26432,VAAK,medium_airport,Akola Airport,20.698931,77.056883,999,AS,IN,IN-MM,Akola,no,VAAK,AKD,,,https://en.wikipedia.org/wiki/Akola_Airport,Shioni Airport
3439,KCAK,medium_airport,Akron Canton Regional Airport,40.91609955,-81.44219971,1228,NA,US,US-OH,Akron,yes,KCAK,CAK,CAK,,https://en.wikipedia.org/wiki/Akron-Canton_Regional_Airport,
3370,KAKR,medium_airport,Akron Executive Airport,41.037498,-81.466904,1067,NA,US,US-OH,Akron,no,KAKR,AKC,AKR,,https://en.wikipedia.org/wiki/Akron_Executive_Airport,"akron executive, akron fulton international"
30635,ZWAK,medium_airport,Aksu Onsu Airport,41.262501,80.291702,3816,AS,CN,CN-65,Aksu (Onsu),yes,ZWAK,AKU,,,https://en.wikipedia.org/wiki/Aksu_Onsu_Airport,"Ak-su, Akshu, Aqsu, Bharuka, Po-lu-chia, Aksu Wensu Air Base"
6436,UATE,medium_airport,Aktau Airport,43.860093,51.09086,73,AS,KZ,KZ-MAN,Aktau,yes,UATE,SCO,,http://aktau-airport.kz/,https://en.wikipedia.org/wiki/Aktau_Airport,Akshukyr
4277,LGPZ,medium_airport,Aktion National Airport,38.92549896,20.76530075,11,EU,GR,GR-34,Preveza/Lefkada,yes,LGPZ,PVK,,,https://en.wikipedia.org/wiki/Aktion_National_Airport,"Aktio, Lefkada Airport, Πρέβεζα, Λευκάδα"
6438,UATT,medium_airport,Aktobe Airport,50.2458,57.206699,738,AS,KZ,KZ-AKT,Aktobe,yes,UATT,AKX,,,https://en.wikipedia.org/wiki/Aktobe_Airport,"Aktyubinsk Airport, Aktubinsk Airport, Аэропорт Актюбинск"
